id,x,y
6701,-43.610706,-24.352442
8191,32.654205,-60.90505
2104,-20.998585,97.69794
9845,32.643745,-60.91366
7505,-26.785006,-96.64906
8992,-41.340443,-9.451601
2935,48.70712,-89.72964
5050,-26.68308,-96.62653
6270,-41.20537,12.382067
1806,-18.770626,116.59499
933,-20.803162,97.40538
3825,25.55669,-79.303635
8721,-20.648714,97.03931
1319,-56.565025,96.975464
3834,-96.88058,-58.01757
1772,-78.373886,63.49514
1726,-18.163273,-5.4417315
7368,-26.355146,-95.876015
3372,-62.449444,-28.301634
9391,-19.15659,116.53752
1446,48.262367,-89.065254
8423,48.25763,-88.08579
2258,-72.81558,15.230698
6678,-43.33097,-24.971468
4454,-57.052002,96.69766
5203,-96.65864,-79.494354
5572,-14.11993,52.544888
1322,-64.95135,43.88803
2238,-78.42681,89.780624
7155,-59.663773,-2.7360337
6408,-78.71846,63.31928
1364,-24.958302,58.2512
5826,-97.08079,-79.39417
8531,-94.94604,-79.00115
9090,-20.52412,96.660355
6897,115.59676,19.069803
9349,-32.066578,77.51295
7443,-41.123486,-9.313928
7540,31.292639,-112.379
4226,-32.05263,77.45656
7731,-80.61292,-77.01239
1977,-31.727991,79.27595
3117,-45.931286,-58.754456
8635,-12.474473,113.96834
7461,-80.71559,-77.085884
3537,13.455711,-65.68581
1360,-84.64592,-99.58055
8824,138.91312,-38.464397
4035,-42.485462,7.2411003
8797,-41.50855,-108.41404
2563,-85.90661,-7.289996
8574,-95.888954,-62.32612
5617,-115.3646,-37.77366
7462,-83.11415,84.14489
7619,-89.19174,-0.6119685
2545,-12.933568,114.33157
8020,-56.199352,35.44721
4769,-108.25324,-26.7746
6566,-115.89474,-38.045696
1210,-95.82841,-62.31135
3334,-62.382256,-26.328962
474,-64.629875,47.813503
8162,-55.50586,96.816185
7122,-63.026623,-97.42776
6602,-21.525368,-33.75096
7105,-55.9917,-36.535915
2010,-57.075886,96.698875
4665,46.8659,44.033497
8377,11.565747,-1.9020251
2887,-62.89333,-97.38309
5631,-77.802505,89.94284
1249,-24.362074,115.164314
6705,-44.102512,67.318794
569,-83.0646,84.24076
4547,-27.23588,56.690716
8900,-58.940887,96.21194
5569,-78.23351,98.77724
7675,-57.402245,-73.37724
1765,-18.205738,18.375559
5202,-81.17037,-42.340427
4633,-28.53897,54.213688
1037,-57.81059,-73.46353
5859,-78.13588,97.572495
5300,-95.0984,-78.87335
1147,-78.567444,90.34591
6665,-21.382442,116.45364
1945,-51.281475,53.104614
8967,8.684634,-15.528644
7017,-115.81722,-37.972786
3107,-34.262737,73.78983
8113,99.286606,-83.04139
5023,-66.618385,94.84772
2292,43.617107,91.20524
932,-96.06905,-79.6843
3126,-78.05314,-55.225624
5027,-79.84712,-103.89033
6202,-64.07241,-78.44655
6609,-16.712149,6.118516
5466,-78.76287,98.82089
9709,34.492764,32.926746
9271,-11.050607,113.34062
5243,-82.94032,-41.242424
3208,-53.101665,26.46176
9183,-64.21445,-78.195
2102,-82.26049,82.71368
1018,-99.43816,9.465639
8038,31.342398,-112.9429
